,x,y,z,h,m,s,name,sporo,code,cluster,site,sex,age,price,cult,type
10061,605384.285773187,2126884.80128887,3640.2,14,36,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10062,605381.330459324,2126890.93245302,3636.3,14,37,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10063,605378.446029968,2126884.76762374,3636.8,14,37,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10064,605398.938303605,2126875.66346415,3642.6,14,38,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
315,605416.492996949,2126869.61648702,3646.1,14,38,26,26,2,070622_H23H1,21_a,1,H,23,40,1,patch
10065,605416.492996949,2126869.61648702,3644.5,14,38,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10066,605422.350473427,2126866.57616538,3648.8,14,39,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10067,605434.100891873,2126854.34752996,3642.1,14,39,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10068,605437.038498926,2126851.29037219,3637.3,14,40,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
316,605437.038498926,2126851.29037219,3636.8,14,40,10,14,4,070622_H23H1,21_a,1,H,23,30,3,patch
10069,605439.958376321,2126851.30721363,3635.4,14,40,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10070,605434.171810441,2126842.05153506,3635.8,14,41,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
317,605451.691083827,2126842.15258752,3636,14,41,28,17,29,070622_H23H1,21_a,1,H,23,40,1,patch
10071,605451.691083827,2126842.15258752,3639.7,14,41,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10072,605460.45072078,2126842.20312005,3642.6,14,42,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10073,605460.415252704,2126848.35111785,3634.9,14,42,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10074,605451.637886097,2126851.37458405,3620.9,14,43,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10075,605460.39751863,2126851.42511677,3623.3,14,43,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10076,605463.317396182,2126851.44196194,3616.6,14,44,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10077,605463.299661591,2126854.51596088,3616.6,14,44,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10078,605469.139415768,2126854.54965267,3616.1,14,45,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
318,605469.174886889,2126848.4016547,3615.6,14,45,19,17,1,070622_H23H1,21_a,1,H,23,40,1,patch
10079,605469.210357913,2126842.25365677,3613.7,14,45,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10080,605466.272743842,2126845.31080967,3608.4,14,46,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10081,605466.255008809,2126848.38480862,3604.1,14,46,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10082,605457.513108241,2126845.26027428,3608.4,14,47,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10083,605451.673351275,2126845.22658635,3604.1,14,47,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10084,605460.362050405,2126857.57311463,3609.4,14,48,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10085,605460.362050405,2126857.57311463,3614.2,14,48,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10086,605457.459907489,2126854.48227097,3627.7,14,49,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10087,605483.490466553,2126897.66987849,3622.4,14,49,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10088,605463.281926976,2126857.58995984,3613.7,14,50,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10089,605463.299661591,2126854.51596088,3614.7,14,50,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10090,605469.103944547,2126860.69765067,3619,14,51,4,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
10091,605474.92596021,2126863.80534345,3618.5,14,51,34,NA,NA,070622_H23H1,21_a_p,1,H,23,NA,NA,path
319,605474.92596021,2126863.80534345,3618,14,51,40,17,20,070622_H23H1,21_a,1,H,23,40,1,patch
10092,605469.12168017,2126857.62365166,3616.1,14,52,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10093,605472.077028951,2126851.49250025,3618.1,14,52,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10094,605472.09476499,2126848.41850125,3613.3,14,53,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10095,605480.854399411,2126848.4690437,3619.5,14,53,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10096,605477.916784229,2126851.52619479,3618.1,14,54,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10097,605474.979170025,2126854.58334632,3607,14,54,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10098,605472.059292887,2126854.56649926,3604.6,14,55,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10099,605472.059292887,2126854.56649926,3604.6,14,55,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10100,605469.174886889,2126848.4016547,3599.8,14,56,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10101,605472.09476499,2126848.41850125,3606,14,56,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10102,605477.934521251,2126848.45219575,3606,14,57,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10103,605472.09476499,2126848.41850125,3605.6,14,57,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10104,605472.112501006,2126845.34450226,3607.5,14,58,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10105,605472.112501006,2126845.34450226,3607.5,14,58,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10106,605469.174886889,2126848.4016547,3606.5,14,59,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10107,605466.237273752,2126851.45880758,3612.3,14,59,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10108,605474.996906581,2126851.50934729,3620.5,15,0,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10109,605486.605463063,2126863.8727366,3615.2,15,0,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10110,605472.059292887,2126854.56649926,3607.5,15,1,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10111,605463.335130748,2126848.367963,3608.4,15,1,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10112,605457.566308771,2126836.03827768,3607.5,15,2,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10113,605457.566308771,2126836.03827768,3611.3,15,2,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10114,605457.459907489,2126854.48227097,3615.7,15,3,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10115,605457.35350532,2126872.92626458,3617.1,15,3,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10116,605465.953509474,2126900.64279211,3621.9,15,4,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10117,605477.491088287,2126925.30217444,3623.8,15,4,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10118,605477.437875294,2126934.52417227,3631,15,5,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10119,605480.375477881,2126931.46702149,3631.5,15,5,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10120,605477.455612982,2126931.45017298,3630.6,15,6,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10121,605477.42013758,2126937.59817156,3617.6,15,6,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10122,605474.571222427,2126925.28532645,3606,15,7,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10123,605474.518010908,2126934.50732421,3603.2,15,7,34,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10124,605471.63361993,2126928.34247814,3603.6,15,8,4,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10125,605483.25986543,2126937.63186912,3630.6,15,8,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10126,605480.393216036,2126928.39302219,3615.7,15,8,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10127,605477.526563491,2126919.15417594,3624.3,15,9,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10128,605474.588959551,2126922.21132721,3623.8,15,9,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10129,605477.491088287,2126925.30217444,3631.5,15,10,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10130,605474.535748106,2126931.43332494,3632,15,10,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10131,605471.615883247,2126931.41647737,3627.7,15,11,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10132,605474.553485279,2126928.35932569,3618.5,15,11,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10133,605477.455612982,2126931.45017298,3626.7,15,12,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10134,605477.42013758,2126937.59817156,3628.2,15,12,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10135,605477.42013758,2126937.59817156,3627.2,15,13,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10136,605480.322263265,2126940.68901943,3630.1,15,13,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10137,605491.85979471,2126965.34841392,3631.5,15,14,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10138,605503.521490812,2126968.48982054,3630.6,15,14,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10139,605532.66684145,2126977.88037043,3628.2,15,15,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10140,605552.999341807,2126996.44238384,3625.7,15,15,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10141,605573.349555512,2127011.93042197,3621.9,15,16,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10142,605590.868672431,2127012.03161559,3620.9,15,16,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10143,605637.319838171,2127058.41155809,3617.6,15,17,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10144,605640.239684004,2127058.4284331,3615.2,15,17,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10145,605634.524348264,2127036.87667844,3601.2,15,18,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10146,605637.444197515,2127036.89355284,3590.7,15,18,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10147,605663.847230744,2127015.52743734,3583.5,15,19,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10148,605687.117185517,2127031.03248693,3574.8,15,19,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10149,605692.974661517,2127027.99225182,3572.4,15,20,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10150,605698.903242339,2127012.65601412,3567.6,15,20,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10151,605707.716134501,2127003.48466564,3555.1,15,21,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10152,605716.493478508,2127000.46132339,3546.4,15,21,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10153,605716.56459231,2126988.1653188,3532.5,15,22,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10154,605716.600149062,2126982.01731655,3522.4,15,22,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10155,605728.297364054,2126979.01086654,3520,15,23,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10156,605725.448623865,2126966.69797348,3515.2,15,23,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10157,605725.484183218,2126960.54997124,3513.3,15,24,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10158,605728.421825487,2126957.49285846,3508.5,15,24,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10159,605748.82529729,2126963.75909238,3508.9,15,25,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10160,605769.246543281,2126966.95134833,3508,15,25,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10161,605780.890411087,2126973.16693575,3508.9,15,26,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10162,605792.516480136,2126982.45653264,3509.4,15,26,52,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10163,605812.902110815,2126991.79684244,3509.4,15,27,22,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10164,605818.741826465,2126991.83064801,3509.4,15,27,39,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10165,605827.501400089,2126991.88135987,3508.9,15,28,9,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10166,605845.038347893,2126988.90879415,3508.9,15,28,39,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10167,605853.833526446,2126982.81151436,3509.4,15,29,9,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10168,605865.619784793,2126964.43514043,3509.4,15,29,39,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10169,605877.299235269,2126964.50278629,3508,15,30,9,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10170,605891.880741117,2126967.66135642,3504.6,15,30,39,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10171,605903.542380657,2126970.80302156,3502.7,15,31,9,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10172,605923.999227221,2126967.84744693,3508,15,31,39,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10173,605947.286859366,2126980.27883181,3507,15,32,9,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
10174,605958.877206418,2126995.71654454,3508,15,32,39,NA,NA,070622_H23H1,5_p,1,H,23,NA,NA,path
320,605953.019671616,2126998.75669696,3511.8,15,32,54,10,5,070622_H23H1,0_b,1,H,23,30,2,patch
10175,605950.081996075,2127001.81377525,3512.8,15,33,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10176,605947.179956124,2126998.72284837,3516.2,15,33,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10177,605953.019671616,2126998.75669696,3517.6,15,34,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10178,605953.001853339,2127001.83069979,3521.9,15,34,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10179,605950.081996075,2127001.81377525,3521.4,15,35,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10180,605929.589552587,2127010.91732456,3523.4,15,35,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10181,605929.48266554,2127029.36134092,3523.9,15,36,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10182,605943.903757641,2127060.18598195,3526.7,15,36,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10183,605946.752334222,2127072.4989179,3529.1,15,37,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10184,605935.037318761,2127078.57923022,3533.5,15,37,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10185,605923.215426648,2127103.10356712,3533,15,38,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10186,605914.438091401,2127106.12680971,3533,15,38,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10187,605911.447001877,2127118.40590203,3533.5,15,39,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10188,605890.990325104,2127121.36148299,3533.5,15,39,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10189,605882.195197097,2127127.45874314,3533.9,15,40,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10190,605882.106159207,2127142.82875682,3533.5,15,40,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10191,605879.079481672,2127161.25585911,3533.5,15,41,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10192,605884.901335898,2127164.36369126,3533.5,15,41,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10193,605890.687569537,2127173.61953117,3533.5,15,42,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10194,605893.536159287,2127185.93245933,3533.5,15,42,39,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10195,605899.358003195,2127189.04029665,3533.5,15,43,9,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10196,605957.647621063,2127207.82276352,3533.5,15,43,21,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
10197,605905.108597122,2127204.44414827,3533.9,15,43,51,NA,NA,070622_H23H1,6_p,1,H,23,NA,NA,path
321,605905.108597122,2127204.44414827,3533.9,15,44,10,25,4,070622_H23H1,0_b,1,H,23,30,2,patch
10198,605908.010609101,2127207.53507031,3533.9,15,44,21,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10199,605913.850257272,2127207.56890957,3533.9,15,44,51,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10200,605942.40701805,2127262.34948926,3533.9,15,45,40,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10201,605957.095160197,2127303.1168759,3533.9,15,46,10,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10202,605977.195142697,2127361.64145741,3533.5,15,48,1,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10203,606003.419853035,2127371.01587172,3533.5,15,48,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10204,606014.938558218,2127398.74965785,3533.5,15,49,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10205,606012.090090922,2127386.43670269,3532.5,15,49,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10206,606029.51969536,2127401.9083568,3532.5,15,50,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10207,606086.716220863,2127451.58389881,3532.5,15,51,0,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10208,606116.72082697,2127470.04488515,3532.5,15,51,30,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10209,606113.711795078,2127485.39795783,3532.5,15,52,0,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10210,606107.747291009,2127506.88208828,3532.5,15,52,30,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10211,606095.96109811,2127525.25831083,3532.5,15,53,0,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10212,606087.130391384,2127537.5034795,3532.5,15,53,30,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10213,606134.373546016,2127584.00354893,3532.5,15,54,10,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10214,606161.972935435,2127643.92461379,3532.5,15,56,15,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10215,606158.94603441,2127700.61991132,3532.5,15,56,45,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10216,606158.910315114,2127746.9598051,3532.5,15,57,15,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10217,606193.643475776,2127799.42151558,3532.5,15,58,0,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10218,606184.794957937,2127814.74064404,3532,15,58,30,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10219,606205.05438047,2127845.59950265,3532,15,59,7,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10220,606189.437363588,2127881.4384069,3532,15,59,37,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10221,606199.000521774,2127882.45364631,3532,16,2,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10222,606166.472781928,2127927.403339,3532,16,3,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10223,606160.66909172,2127946.78721251,3532,16,3,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10224,606145.981255682,2127962.07242756,3532,16,4,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10225,606119.596778041,2127980.36382119,3532,16,4,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10226,606101.917894222,2128007.92813787,3531.1,16,5,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10227,606113.507412595,2128023.36600167,3531.1,16,5,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10228,606142.615068711,2128038.9056437,3530.6,16,6,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10229,606174.606637522,2128060.61031782,3529.1,16,6,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10230,606197.83907221,2128082.26413343,3528.7,16,7,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10231,606199.590140569,2128022.26687772,3498.5880555395,16,7,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10232,606225.849882077,2127962.27571399,3468.4805194422,16,8,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10233,606243.457659325,2127902.34870133,3438.3801595784,16,8,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10234,606257.966961111,2127845.33980985,3408.2895135645,16,9,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10235,606269.556505999,2127799.8628761,3378.2108004597,16,9,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10236,606284.101523395,2127809.16981201,3348.1457385707,16,10,2,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10237,606304.539639561,2127809.28871052,3318.0955157478,16,10,32,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10238,606354.509952186,2127869.17818406,3288.0609703388,16,13,35,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10239,606385.558254458,2127927.76610688,3258.0415995404,16,14,5,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10240,606417.406503834,2127982.0960561,3228.0335174878,16,14,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10241,606452.514600229,2127970.00413061,3198.0491256845,16,14,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10242,606490.452867609,2127973.29933583,3168.084295437,16,15,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10243,606525.381802119,2127991.94764561,3139.4575811547,16,15,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10244,606528.229809183,2128004.26070919,3113.6149482866,16,16,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10245,606522.264943429,2128025.74473057,3096.1,16,16,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10246,606533.836183408,2128044.25688886,3098.5,16,17,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10247,606527.907170446,2128059.5928888,3096.5,16,17,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10248,606536.666248521,2128059.64396517,3091.7,16,18,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10249,606545.281905595,2128084.28712751,3093.7,16,18,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10250,606551.049568212,2128096.61722516,3100.4,16,19,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10251,606548.111952949,2128099.67420697,3091.7,16,19,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10252,606548.094024573,2128102.7482173,3092.7,16,20,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10253,606548.094024573,2128102.7482173,3090.3,16,20,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10254,606545.174338662,2128102.73118921,3088.4,16,21,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10255,606545.192266548,2128099.65717891,3092.2,16,21,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10256,606545.192266548,2128099.65717891,3091.3,16,22,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10257,606542.254652773,2128102.7141616,3093.7,16,22,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10258,606545.174338662,2128102.73118921,3090.8,16,23,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10259,606545.174338662,2128102.73118921,3088.4,16,23,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10260,606545.174338662,2128102.73118921,3087.9,16,24,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10261,606545.174338662,2128102.73118921,3088.4,16,24,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10262,606521.727231959,2128117.96503219,3091.7,16,25,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10263,606483.717597712,2128126.9657866,3095.1,16,25,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10264,606448.645596682,2128132.90962107,3097.5,16,26,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10265,606413.55571589,2128141.92753129,3102.3,16,26,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10266,606378.501673613,2128144.79748879,3104.7,16,27,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10267,606343.429751572,2128150.74152204,3109.5,16,27,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10268,606305.438180413,2128156.66863137,3112.9,16,28,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10269,606267.464519733,2128159.52181004,3116.3,16,28,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10270,606229.472999807,2128165.44907531,3116.3,16,29,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10271,606191.463639647,2128174.45042645,3120.1,16,29,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10272,606159.293660943,2128183.4857876,3123.9,16,30,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10273,606121.302237566,2128189.41327387,3125.9,16,30,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10274,606086.230510529,2128195.35779296,3129.7,16,31,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10275,606051.140964141,2128204.37638542,3132.1,16,31,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10276,606016.087135418,2128207.24702993,3134.5,16,32,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10277,605981.015487347,2128213.19174781,3139.3,16,32,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10278,605945.926037466,2128222.21053838,3141.2,16,33,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10279,605910.854447878,2128228.15538856,3144.6,16,33,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10280,605872.863224849,2128234.08338338,3147.5,16,34,12,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
10281,605840.657915763,2128249.26730496,3151.8,16,34,42,NA,NA,070622_H23H1,7_p,1,H,23,NA,NA,path
