,x,y,z,h,m,s,name,sporo,code,cluster,site,sex,age,price,cult,type
2086,593584.979666822,2124017.10226132,2774.5,10,58,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2087,593558.713175523,2124013.89400944,2772.1,10,59,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2088,593573.314400726,2124013.96863823,2774.5,10,59,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2089,593570.50413851,2123992.43633073,2772.1,11,0,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2090,593556.012860849,2123970.84432518,2771.1,11,0,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2091,593541.505841654,2123952.32624421,2771.1,11,1,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2092,593526.967384656,2123939.95599847,2770.7,11,1,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2093,593503.65243281,2123930.61492837,2771.6,11,2,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2094,593483.210627862,2123930.51053306,2763,11,2,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2095,593459.974106876,2123905.79996728,2761.5,11,3,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2096,593448.418584396,2123881.14905492,2761.5,11,3,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2097,593428.10222163,2123856.45344158,2759.6,11,4,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2098,593413.547928527,2123847.15720359,2757.7,11,4,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2099,593393.184438431,2123831.68336309,2756.7,11,5,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2100,593369.931992332,2123810.0468341,2755.8,11,5,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2101,593355.330611342,2123809.97237441,2751.4,11,6,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2102,593355.346285505,2123806.89846479,2746.1,11,6,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2103,593340.823260721,2123791.45446932,2748.1,11,7,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2104,593326.362887248,2123763.71484934,2743.3,11,7,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2105,593303.0162861,2123760.52186837,2745.7,11,8,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2106,593282.589962243,2123757.34379611,2744.7,11,8,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2107,593265.09957535,2123751.10671381,2743.7,11,9,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2108,593235.896726846,2123750.95797729,2741.8,11,9,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2109,593209.629813894,2123747.75024571,2737,11,10,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2110,593195.044035368,2123744.60200754,2728.4,11,10,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2111,593177.616185061,2123726.06937755,2729.8,11,11,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2112,593160.172658676,2123710.61067409,2729.8,11,11,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2113,593154.410275234,2123695.21141679,2728.4,11,12,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2114,593145.680672054,2123689.01902909,2731.2,11,12,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2115,593142.744740494,2123692.07808076,2736.5,11,13,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2116,593142.760378025,2123689.00417281,2734.1,11,13,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2117,593139.886995009,2123679.76759326,2737,11,14,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2118,593116.571530801,2123670.42704072,2730.3,11,14,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2119,593105.01539113,2123645.77637652,2727.4,11,15,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2120,593096.238859846,2123648.80573693,2726,11,15,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2121,593075.859263096,2123636.40618028,2724,11,16,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2122,593067.145230395,2123627.13992539,2718.3,11,16,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2123,593070.049908946,2123630.2286765,2724,11,17,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2124,593067.12960605,2123630.21383268,2724,11,17,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2125,593070.01865921,2123636.37649116,2723.1,11,18,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2126,593058.353074566,2123633.24321125,2723.1,11,18,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2127,593037.848480495,2123645.43495577,2720.2,11,19,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2128,593034.9437993,2123642.34620984,2722.1,11,19,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2129,593032.023498571,2123642.33137153,2724.5,11,20,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2130,593031.91416813,2123663.84872157,2714.9,11,20,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2131,593023.122041825,2123669.95202334,2713.5,11,21,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2132,593011.456472256,2123666.81877265,2713,11,21,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2133,592996.839376234,2123669.81851067,2720.2,11,22,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2134,592988.016042248,2123682.06964261,2716.8,11,22,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2135,592970.447452318,2123691.20238367,2714.4,11,23,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2136,592967.605200131,2123675.81802113,2712.5,11,23,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2137,592964.778549912,2123657.3597527,2710.6,11,24,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2138,592958.984773325,2123648.10837866,2704.3,11,24,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2139,592953.237806518,2123629.63528696,2711.1,11,25,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2140,592956.189320139,2123623.50229941,2706.7,11,25,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2141,592944.523711126,2123620.36909322,2709.1,11,26,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2142,592944.554918469,2123614.22128022,2709.6,11,26,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2143,592968.011000996,2123595.89644694,2698.1,11,27,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2144,592965.153120944,2123583.58599344,2698.6,11,27,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2145,592953.534301959,2123571.23106338,2703.4,11,28,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2146,592944.898193501,2123546.59533963,2707.2,11,28,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2147,592950.770032604,2123540.47717499,2709.1,11,29,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2148,592947.849716193,2123540.46235079,2714.9,11,29,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2149,592939.119971312,2123534.27006855,2713.5,11,30,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2150,592942.055891234,2123531.21098507,2703.8,11,30,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2151,592936.16845072,2123540.40305867,2726.4,11,31,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2152,592942.055891234,2123531.21098507,2722.6,11,31,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2153,592939.182379551,2123521.97444374,2724.5,11,32,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2154,592907.121254678,2123509.51580106,2716.3,11,32,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2155,592875.075679433,2123493.98331077,2715.9,11,33,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2156,592851.791028634,2123478.49530167,2711.1,11,33,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2157,592831.411083659,2123466.09603403,2708.2,11,34,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2158,592831.426667129,2123463.02212869,2713.5,11,34,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2159,592802.238966802,2123459.80019809,2706.2,11,35,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2160,592761.401087313,2123450.37132634,2702.9,11,35,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2161,592720.563169812,2123440.9425475,2698.1,11,36,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2162,592691.406542361,2123431.57298717,2698.6,11,36,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2163,592682.645546287,2123431.52864227,2697.6,11,37,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2164,592682.661104508,2123428.45473795,2689.9,11,37,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2165,592673.962333904,2123416.11478033,2689.4,11,38,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2166,592659.438432855,2123400.67136837,2692.8,11,38,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2167,592644.914507178,2123385.22796918,2688.5,11,39,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2168,592627.392472699,2123385.13932993,2686.5,11,39,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2169,592612.821870005,2123378.91766921,2681.7,11,40,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2170,592612.884054214,2123366.62205434,2683.2,11,40,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2171,592615.86658193,2123354.34120915,2681.3,11,41,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2172,592601.358126204,2123335.82394475,2682.2,11,41,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2173,592592.690339891,2123317.33622413,2680.3,11,42,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2174,592595.641774906,2123311.20318332,2685.6,11,42,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2175,592589.878781933,2123295.8041349,2681.7,11,43,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2176,592581.164343187,2123286.53813147,2680.3,11,43,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2177,592578.2595283,2123283.44946468,2680.8,11,44,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2178,592560.737399103,2123283.36089329,2679.3,11,44,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2179,592549.118118353,2123271.00624286,2678.9,11,45,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2180,592537.560951673,2123246.35598904,2677.4,11,45,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2181,592523.036798626,2123230.91269827,2676.4,11,46,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2182,592499.70494758,2123224.6468749,2678.4,11,46,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2183,592470.57891539,2123209.12988258,2676.9,11,47,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2184,592447.262538304,2123199.7902259,2675,11,47,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2185,592447.324605691,2123187.49461725,2675.5,11,48,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2186,592432.738273519,2123184.34701216,2674,11,48,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2187,592423.977164346,2123184.30279598,2671.6,11,49,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2188,592397.662820815,2123190.31797626,2671.6,11,49,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2189,592377.158220884,2123202.51045751,2668.3,11,50,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2190,592362.618399285,2123190.14120333,2668.3,11,50,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2191,592350.905924656,2123196.23009706,2670.7,11,51,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2192,592342.067326448,2123211.55542751,2667.3,11,51,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2193,592333.135754399,2123245.32417134,2664.9,11,52,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2194,592321.314851037,2123272.9303935,2662.5,11,52,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2195,592327.109068816,2123282.18154394,2665.4,11,53,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2196,592309.61793728,2123275.94540979,2663.5,11,53,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2197,592306.697582967,2123275.93068962,2663,11,54,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2198,592303.777228673,2123275.91596992,2665.4,11,54,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2199,592286.379026275,2123251.23645045,2665.4,11,55,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2200,592265.982980426,2123241.91174254,2664,11,55,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2201,592254.425420697,2123217.26168475,2662,11,56,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2202,592248.677595791,2123198.78885738,2660.6,11,56,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2203,592234.199612994,2123174.12410574,2658.7,11,57,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2204,592228.482711779,2123149.50348553,2658.7,11,57,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2205,592222.734836278,2123131.03066951,2659.1,11,58,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2206,592231.542407211,2123121.85308646,2658.7,11,58,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2207,592237.414126047,2123115.73469995,2660.1,11,59,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2208,592246.175264291,2123115.7788255,2659.1,11,59,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2209,592254.967370539,2123109.67515378,2661.1,12,0,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2210,592260.885555666,2123094.33507218,2658.7,12,0,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2211,592266.772778788,2123085.14279373,2654.8,12,1,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2212,592278.578217306,2123060.61044056,2660.1,12,1,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2213,592287.43231606,2123042.2111802,2660.1,12,2,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2214,592296.286431839,2123023.81192371,2663,12,2,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2215,592302.313112907,2122986.95454937,2658.7,12,3,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2216,592284.821686913,2122980.71845282,2661.1,12,3,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2217,592284.852662667,2122974.57065179,2663,12,4,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2218,592287.819529829,2122965.36366493,2660.1,12,4,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2219,592293.69131575,2122959.24529453,2659.1,12,5,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2220,592308.32432285,2122953.17107792,2659.1,12,5,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2221,592331.625587309,2122965.58444017,2662,12,6,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2222,592346.165614809,2122977.95365871,2664,12,6,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2223,592360.721123479,2122987.24898875,2664.9,12,7,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2224,592378.150505817,2123005.78076377,2666.8,12,7,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2225,592392.705976606,2123015.07612107,2667.8,12,8,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2226,592415.991597699,2123030.56349857,2669.7,12,8,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2227,592430.484978888,2123052.15449426,2670.2,12,9,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2228,592436.38781594,2123039.88836495,2666.8,12,9,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2229,592439.354751542,2123030.68139931,2670.7,12,10,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2230,592456.815048791,2123043.06545144,2667.8,12,10,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2231,592471.292852847,2123067.73038404,2669.7,12,11,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2232,592494.609390722,2123077.07006359,2670.7,12,11,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2233,592511.991972483,2123104.82368372,2673.6,12,12,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2234,592520.706535917,2123114.0896475,2676,12,12,37,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
2235,592561.576343763,2123117.37013758,2675.5,12,13,7,NA,NA,060603_H35H1,0_p,6,H,35,NA,NA,path
1364,593142.760378025,2123689.00417281,2733.9,12,13,26,12,7,060603_H35H1,1_a,6,H,35,30,3,patch
2236,592567.463715506,2123108.17794958,2676.9,12,13,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2237,592573.335555737,2123102.05966596,2677.9,12,14,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2238,592584.908315903,2123123.63603426,2676.9,12,14,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2239,592581.972396551,2123126.695174,2676.9,12,15,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2240,592576.116098749,2123129.73955201,2677.9,12,15,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2241,592587.735456672,2123142.09421486,2679.3,12,16,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2242,592590.500428087,2123172.84800833,2679.3,12,16,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2243,592610.81868306,2123197.54259646,2678.4,12,17,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2244,592631.167978391,2123216.08940328,2678.9,12,17,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
1365,593067.12960605,2123630.21383268,2722.6,12,17,51,25,30,060603_H35H1,1_a,6,H,35,30,2,patch
2245,592642.802792939,2123225.37020248,2681.3,12,18,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2246,592666.087940927,2123240.85792114,2685.1,12,18,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2247,592686.452690271,2123256.33089068,2687,12,19,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2248,592709.784447692,2123262.59695649,2690.4,12,19,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2249,592727.228780499,2123278.05519026,2691.3,12,20,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2250,592738.925774189,2123275.04043784,2690.4,12,20,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2251,592741.830564587,2123278.12913117,2693.8,12,21,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2252,592756.307793162,2123302.79431859,2690.4,12,21,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2253,592782.481952595,2123324.44479597,2690.9,12,22,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2254,592791.211850636,2123330.63699585,2692.8,12,22,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2255,592794.132199462,2123330.65179366,2693.3,12,23,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2256,592808.687207949,2123339.94750413,2693.3,12,23,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
2257,592829.051729752,2123355.4206434,2694.2,12,24,7,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
1366,592958.984773325,2123648.10837866,2705.3,12,24,30,25,2,060603_H35H1,1_a,6,H,35,30,2,patch
2258,592829.051729752,2123355.4206434,2695.7,12,24,37,NA,NA,060603_H35H1,1_a_p,6,H,35,NA,NA,path
1367,592953.237806518,2123629.63528696,2710.1,12,25,7,25,8,060603_H35H1,1_a,6,H,35,30,2,patch
2259,592831.972074879,2123355.4354474,2696.6,12,25,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2260,592831.987657567,2123352.36154239,2698.1,12,25,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2261,592829.067311949,2123352.3467384,2707.2,12,26,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2262,592831.972074879,2123355.4354474,2695.7,12,26,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2263,592831.987657567,2123352.36154239,2697.6,12,27,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2264,592829.051729752,2123355.4206434,2703.4,12,27,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2265,592829.036147534,2123358.4945484,2701.4,12,28,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2266,592826.131384643,2123355.40583986,2700.5,12,28,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2267,592826.100221165,2123361.55364984,2701.9,12,29,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2268,592831.95649217,2123358.50935243,2701,12,29,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2269,592831.95649217,2123358.50935243,2696.6,12,30,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2270,592834.876836825,2123358.52415692,2695.7,12,30,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2271,592837.812765186,2123355.46505682,2693.3,12,31,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2272,592843.669040208,2123352.420763,2697.1,12,31,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2273,592837.843932501,2123349.31724672,2703.8,12,32,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2274,592864.049108043,2123364.82003793,2701.9,12,32,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2275,592884.460332221,2123371.07152604,2700.5,12,33,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2276,592910.759015901,2123368.1309538,2701.4,12,33,37,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
2277,592931.23262067,2123362.08687211,2702.4,12,34,7,NA,NA,060603_H35H1,1_p,6,H,35,NA,NA,path
1368,592831.411083659,2123466.09603403,2711.7,12,34,34,12,5,060603_H35H1,2_a,6,H,35,30,3,patch
2278,592940.040457526,2123352.90961747,2702.4,12,34,37,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
2279,592948.770291771,2123359.10189543,2704.3,12,35,7,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
2280,592951.643828543,2123368.33843592,2701.9,12,35,37,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
2281,592948.707882262,2123371.39751852,2704.8,12,36,7,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
2282,592966.198732042,2123377.63427652,2701.9,12,36,37,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
2283,592977.942531462,2123365.39795954,2701.4,12,37,7,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
2284,592975.100220623,2123350.01360261,2727.7333333333,12,37,37,NA,NA,060603_H35H1,2_a_p,6,H,35,NA,NA,path
1369,592682.661104508,2123428.45473795,2690.8,12,37,44,12,4,060603_H35H1,2_a,6,H,35,30,3,patch
2285,592969.259526737,2123349.98394948,2740.9,12,38,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2286,592978.036174755,2123346.95452397,2730.3,12,38,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2287,592989.655128146,2123359.30946157,2715.9,12,39,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2288,593013.033506417,2123356.35420564,2715.9,12,39,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2289,593030.571199986,2123353.36930651,2711.5,12,40,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2290,593030.555583955,2123356.44321276,2709.6,12,40,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2291,593045.15731571,2123356.51739818,2708.7,12,41,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2292,593065.646606572,2123347.39955794,2710.6,12,41,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2293,593074.438897228,2123341.29627142,2711.1,12,42,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2294,593103.736157031,2123323.00128304,2709.6,12,42,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2295,593130.097489027,2123307.76539444,2711.1,12,43,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2296,593156.396319156,2123304.82516961,2712.5,12,43,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2297,593182.710800625,2123298.81107517,2715.4,12,44,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2298,593203.231519221,2123283.5455695,2718.3,12,44,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2299,593217.989782822,2123252.8808186,2721.6,12,45,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2300,593244.382617414,2123231.4972728,2724,12,45,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2301,593270.759858905,2123213.1876702,2724.5,12,46,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2302,593297.184132384,2123185.65638145,2717.3,12,46,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2303,593303.103184926,2123170.31659989,2718.3,12,47,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2304,593288.610900502,2123148.72486417,2715.9,12,47,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2305,593285.674862113,2123151.78389595,2698.6,12,48,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2306,593268.152578446,2123151.69465298,2705.8,12,48,37,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
2307,593253.644586545,2123133.17685463,2711.5,12,49,7,NA,NA,060603_H35H1,2_p,6,H,35,NA,NA,path
